<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
4294967295.2025.11	11:02:15	0.00	105861.55	105919.65	105586.15	4682000381447136870	454	0
4294967295.2025.11	11:02:30	0.00	105700.55	105838.55	105602.15	4681997096656148890	571	0
4294967295.2025.11	11:02:45	0.00	105651.45	106119.95	105494.35	4682028350274168422	590	0
4294967295.2025.11	11:03:00	0.00	106107.05	106236.05	106021.05	4682036898977074381	561	0
4294967295.2025.11	11:03:15	0.00	106236.05	107494.55	106236.05	4682073210348581683	1580	0
4294967295.2025.11	11:03:30	0.00	106766.55	106798.15	106210.05	4682047145051055718	1287	0
4294967295.2025.11	11:03:45	0.00	106386.15	106658.55	105990.95	4682024948660069990	919	0
4294967295.2025.11	11:04:00	0.00	106071.45	106231.45	105573.55	4682030817303383245	978	0
4294967295.2025.11	11:04:15	0.00	106149.85	106369.65	105866.35	4682043798412538675	742	0
4294967295.2025.11	11:04:30	0.00	106341.55	107107.05	106311.85	4682073753232447898	1237	0
4294967295.2025.11	11:04:45	0.00	106765.15	106861.55	106463.55	4682063438438989824	851	0
4294967295.2025.11	11:05:00	0.00	106620.75	106991.35	106568.05	4682081271143202816	621	0
4294967295.2025.11	11:05:15	0.00	106883.95	107079.45	106746.45	4682071973398000435	557	0
4294967295.2025.11	11:05:30	0.00	106736.30	106849.65	106358.05	4682048375129689293	616	0
4294967295.2025.11	11:05:45	0.00	106398.75	106546.15	106328.95	4682050491689572762	555	0
4294967295.2025.11	11:06:00	0.00	106426.45	106519.65	106137.25	4682030109492772864	517	0
4294967295.2025.11	11:06:15	0.00	106137.25	106265.35	105937.25	4682016365597425664	523	0
4294967295.2025.11	11:06:30	0.00	105937.25	106028.35	105783.65	4682007150315595366	384	0
4294967295.2025.11	11:06:45	0.00	105799.75	105819.95	105678.85	4682001501574607667	395	0
4294967295.2025.11	11:07:00	0.00	105720.95	105723.25	105334.05	4681976116599901389	580	0
4294967295.2025.11	11:07:15	0.00	105345.70	105519.95	105130.05	4681987688959783731	665	0
4294967295.2025.11	11:07:30	0.00	105527.05	105527.05	105215.25	4681972192717779763	533	0
4294967295.2025.11	11:07:45	0.00	105294.25	105429.45	105199.95	4681967086860658278	426	0
4294967295.2025.11	11:08:00	0.00	105218.45	105317.25	104870.05	4681954428733043507	625	0
4294967295.2025.11	11:08:15	0.00	105045.75	105226.85	104994.15	4681952394636532122	393	0
4294967295.2025.11	11:08:30	0.00	105001.45	105110.55	104934.35	4681950140637695181	345	0
4294967295.2025.11	11:08:45	0.00	104976.85	105280.05	104862.15	4681967973341908173	506	0
4294967295.2025.11	11:09:00	0.00	105233.05	105311.25	105073.95	4681966166019670016	361	0
4294967295.2025.11	11:09:15	0.00	105206.65	105206.65	104917.55	4681962125314437939	466	0
4294967295.2025.11	11:09:30	0.00	105144.25	105211.25	104775.35	4681944966061096960	481	0
4294967295.2025.11	11:09:45	0.00	104896.85	104919.45	104705.55	4681935338462406246	575	0
4294967295.2025.11	11:10:00	0.00	104763.45	105141.25	104735.05	4681953899593072640	655	0
4294967295.2025.11	11:10:15	0.00	105028.25	105254.05	104985.75	4681956875146415309	462	0
4294967295.2025.11	11:10:30	0.00	105074.20	105096.15	104858.15	4681951810520979866	415	0
4294967295.2025.11	11:10:45	0.00	104994.45	105138.45	104982.35	4681961245705135718	294	0
4294967295.2025.11	11:11:00	0.00	105135.15	105381.15	105114.45	4681964894709350400	399	0
4294967295.2025.11	11:11:15	0.00	105192.05	105367.15	105094.85	4681973257869669171	362	0
4294967295.2025.11	11:11:30	0.00	105309.95	105452.95	105046.05	4681955122799758541	421	0
4294967295.2025.11	11:11:45	0.00	105038.05	105095.25	104871.55	4681947735456009421	449	0
4294967295.2025.11	11:12:00	0.00	104930.95	105169.95	104887.45	4681957761627665203	407	0
4294967295.2025.11	11:12:15	0.00	105090.45	105196.45	104995.55	4681958414462694195	449	0
4294967295.2025.11	11:12:30	0.00	105093.95	105204.95	104985.45	4681965025276356198	424	0
4294967295.2025.11	11:12:45	0.00	105190.15	105214.05	104998.45	4681961609918362419	249	0
4294967295.2025.11	11:13:00	0.00	105146.65	105358.35	105141.25	4681972364516471603	323	0
4294967295.2025.11	11:13:15	0.00	105296.95	105328.45	105146.25	4681970199852954419	374	0
4294967295.2025.11	11:13:30	0.00	105265.45	105485.65	105261.05	4681983160346266829	284	0
4294967295.2025.11	11:13:45	0.00	105446.95	105458.65	105100.75	4681970646529553203	343	0
4294967295.2025.11	11:14:00	0.00	105271.95	105471.55	105171.55	4681964764142344602	389	0
4294967295.2025.11	11:14:15	0.00	105186.35	105217.15	104894.45	4681946890206445568	488	0
4294967295.2025.11	11:14:30	0.00	104919.25	104997.95	104694.25	4681932060543365939	614	0
4294967295.2025.11	11:14:45	0.00	104704.15	104774.45	104374.65	4681918680861245440	921	0
4294967295.2025.11	11:15:00	0.00	104515.85	104684.15	104468.05	4681924941205576090	702	0
4294967295.2025.11	11:15:15	0.00	104613.65	104668.95	104202.40	4681904517777090150	912	0
4294967295.2025.11	11:15:30	0.00	104304.85	104469.65	104263.25	4681905740983776051	609	0
4294967295.2025.11	11:15:45	0.00	104328.65	104541.45	104221.85	4681908434787264102	598	0
4294967295.2025.11	11:16:00	0.00	104371.65	104450.15	104248.25	4681907864415607194	608	0
4294967295.2025.11	11:16:15	0.00	104351.95	104545.85	104305.25	4681914021680722739	557	0
4294967295.2025.11	11:16:30	0.00	104452.05	104456.95	104039.05	4681887688377237504	1144	0
4294967295.2025.11	11:16:45	0.00	104064.75	104649.15	103821.75	4681920130842204570	1304	0
4294967295.2025.11	11:17:00	0.00	104532.95	104532.95	103904.65	4681880630886976717	1068	0
4294967295.2025.11	11:17:15	0.00	103957.15	104243.75	103674.05	4681862049140467302	1003	0
4294967295.2025.11	11:17:30	0.00	103683.65	103706.95	103331.15	4681849205470265344	1231	0
4294967295.2025.11	11:17:45	0.00	103512.05	103561.15	103160.65	4681844264539888026	995	0
4294967295.2025.11	11:18:00	0.00	103440.95	103569.95	103177.75	4681848422068230554	870	0
4294967295.2025.11	11:18:15	0.00	103498.65	103710.65	103317.45	4681841302730440704	788	0
4294967295.2025.11	11:18:30	0.00	103394.65	103576.25	103247.65	4681847501227242291	881	0
4294967295.2025.11	11:18:45	0.00	103481.95	103624.25	103306.75	4681840546816196608	646	0
4294967295.2025.11	11:19:00	0.00	103378.85	103604.75	103243.55	4681851706859218534	694	0
4294967295.2025.11	11:19:15	0.00	103542.55	103609.55	103322.55	4681840484968667546	575	0
4294967295.2025.11	11:19:30	0.00	103377.85	103435.65	102814.35	4681812234391781376	943	0
4294967295.2025.11	11:19:45	0.00	102966.75	103378.75	102899.05	4681836093794104115	690	0
4294967295.2025.11	11:20:00	0.00	103311.35	103550.55	103129.75	4681830314486110618	630	0
4294967295.2025.11	11:20:15	0.00	103229.85	103392.15	103036.65	4681834245240179917	684	0
4294967295.2025.11	11:20:30	0.00	103287.05	103427.05	103116.95	4681825208628989133	605	0
4294967295.2025.11	11:20:45	0.00	103149.15	103515.75	103135.45	4681840052035964109	467	0
4294967295.2025.11	11:21:00	0.00	103363.15	103363.15	102850.65	4681820418881460634	625	0
4294967295.2025.11	11:21:15	0.00	103092.05	103424.55	103092.05	4681841385193812787	485	0
4294967295.2025.11	11:21:30	0.00	103395.25	103438.05	103105.25	4681826136341925069	377	0
4294967295.2025.11	11:21:45	0.00	103169.05	103389.35	103070.15	4681821717679570944	483	0
4294967295.2025.11	11:22:00	0.00	103104.75	103104.75	102757.75	4681814261616345088	597	0
4294967295.2025.11	11:22:15	0.00	103002.65	103216.15	102924.55	4681809952905153741	530	0
4294967295.2025.11	11:22:30	0.00	102929.85	102929.85	102712.85	4681801301123032678	684	0
4294967295.2025.11	11:22:45	0.00	102814.55	102895.85	102639.45	4681800469617364173	734	0
4294967295.2025.11	11:23:00	0.00	102796.55	103078.25	102629.55	4681811052416781517	661	0
4294967295.2025.11	11:23:15	0.00	102955.95	103050.35	102741.55	4681798105667364454	319	0
4294967295.2025.11	11:23:30	0.00	102761.15	102764.75	102458.85	4681783076717802291	622	0
4294967295.2025.11	11:23:45	0.00	102547.85	102801.45	102459.55	4681788093239604019	520	0
4294967295.2025.11	12:00:00	0.00	102612.75	102827.45	102477.75	4681797720838294733	384	0
4294967295.2025.11	12:00:15	0.00	102747.65	102983.25	102575.85	4681808283021869056	435	0
4294967295.2025.11	12:00:30	0.00	102909.25	103044.95	102839.45	4681815979603263488	244	0
4294967295.2025.11	12:00:45	0.00	103021.25	103129.25	102910.05	4681812344342944154	274	0
4294967295.2025.11	12:01:00	0.00	102969.85	102986.05	102777.05	4681811409758060544	486	0
4294967295.2025.11	12:01:15	0.00	102954.75	103189.65	102954.75	4681820769350791987	381	0
4294967295.2025.11	12:01:30	0.00	103088.35	103088.35	102770.05	4681811828946868634	469	0
4294967295.2025.11	12:01:45	0.00	102960.85	103093.55	102829.85	4681816440023757619	504	0
4294967295.2025.11	12:02:00	0.00	103028.05	103288.55	102778.05	4681807169766345933	630	0
4294967295.2025.11	12:02:15	0.00	102888.20	103170.95	102858.05	4681818068675356262	728	0
4294967295.2025.11	12:02:30	0.00	103045.85	103062.65	102824.25	4681811767099339571	666	0
4294967295.2025.11	12:02:45	0.00	102961.75	103041.05	102806.75	4681804269804427674	555	0
4294967295.2025.11	12:03:00	0.00	102848.05	103201.65	102647.05	4681824432098902016	845	0
4294967295.2025.11	12:03:15	0.00	103138.55	103272.45	102993.05	4681822879038727782	589	0
4294967295.2025.11	12:03:30	0.00	103122.45	103255.05	103087.65	4681824438970849690	485	0
4294967295.2025.11	12:03:45	0.00	103145.60	103345.75	103117.95	4681829276822011904	439	0
4294967295.2025.11	12:04:00	0.00	103214.75	103338.35	103156.05	4681834320831604326	443	0
4294967295.2025.11	12:04:15	0.00	103288.75	103378.95	103170.05	4681833118240761446	424	0
4294967295.2025.11	12:04:30	0.00	103270.65	103291.75	102907.05	4681815031274484531	465	0
4294967295.2025.11	12:04:45	0.00	103010.25	103215.75	102947.45	4681822940886256845	364	0
4294967295.2025.11	12:05:00	0.00	103122.35	103223.15	103066.75	4681826466195413402	340	0
4294967295.2025.11	12:05:15	0.00	103173.85	103350.75	103160.05	4681835111105586790	226	0
4294967295.2025.11	12:05:30	0.00	103299.65	103357.55	103261.85	4681836375543958733	307	0
4294967295.2025.11	12:05:45	0.00	103311.95	103419.85	103236.55	4681834568221720576	272	0
4294967295.2025.11	12:06:00	0.00	103292.85	103422.05	103201.95	4681843522369539277	279	0
4294967295.2025.11	12:06:15	0.00	103424.35	103437.25	103175.75	4681827180877971456	235	0
4294967295.2025.11	12:06:30	0.00	103184.25	103212.25	102991.95	4681818075547303936	265	0
4294967295.2025.11	12:06:45	0.00	103052.85	103221.25	103009.15	4681829318053697946	263	0
4294967295.2025.11	12:07:00	0.00	103220.35	103314.85	103207.35	4681832087448610406	246	0
4294967295.2025.11	12:07:15	0.00	103250.05	103417.05	103237.15	4681837708701807411	233	0
4294967295.2025.11	12:07:30	0.00	103337.45	103363.35	103242.75	4681839488536254874	268	0
4294967295.2025.11	12:07:45	0.00	103364.25	103442.85	103264.55	4681840113883493171	237	0
4294967295.2025.11	12:08:00	0.00	103372.45	103604.95	103333.25	4681850394317212877	291	0
4294967295.2025.11	12:08:15	0.00	103515.35	103628.75	103451.35	4681848745049771213	332	0
4294967295.2025.11	12:08:30	0.00	103496.30	103525.35	103363.45	4681842580912707994	231	0
4294967295.2025.11	12:08:45	0.00	103413.25	103442.85	103320.15	4681837268897156301	195	0
4294967295.2025.11	12:09:00	0.00	103329.85	103515.35	103307.45	4681847831080730624	229	0
4294967295.2025.11	12:09:15	0.00	103487.65	103521.65	103397.15	4681842828302824243	208	0
4294967295.2025.11	12:09:30	0.00	103409.75	103495.85	103335.65	4681840120755440845	270	0
4294967295.2025.11	12:09:45	0.00	103363.90	103363.90	103038.45	4681821030484803584	304	0
4294967295.2025.11	12:10:00	0.00	103095.85	103290.05	103095.85	4681832437917941760	307	0
4294967295.2025.11	12:10:15	0.00	103260.75	103866.10	103260.75	4681871278166192947	561	0
4294967295.2025.11	12:10:30	0.00	103828.55	104200.95	103717.55	4681885351915028480	755	0
4294967295.2025.11	12:10:45	0.00	104027.55	104186.05	103981.85	4681891330509504512	527	0
4294967295.2025.11	12:11:00	0.00	104122.95	104891.25	104111.95	4681936300535080550	703	0
4294967295.2025.11	12:11:15	0.00	104774.45	105058.85	104698.65	4681933599859644826	724	0
4294967295.2025.11	12:11:30	0.00	104723.15	104831.75	104389.95	4681922164938715955	827	0
4294967295.2025.11	12:11:45	0.00	104559.75	104559.75	104421.05	4681916907898745651	461	0
4294967295.2025.11	12:12:00	0.00	104489.95	104800.55	104476.05	4681936211199760794	406	0
4294967295.2025.11	12:12:15	0.00	104761.05	104821.75	104648.45	4681932191110371738	433	0
4294967295.2025.11	12:12:30	0.00	104713.05	105018.25	104676.75	4681938465198597734	659	0
4294967295.2025.11	12:12:45	0.00	104803.65	104934.25	104764.85	4681943303049759949	397	0
4294967295.2025.11	12:13:00	0.00	104874.05	105185.55	104849.25	4681955445781299200	555	0
4294967295.2025.11	12:13:15	0.00	105046.05	105143.45	104761.85	4681936156224179405	449	0
4294967295.2025.11	12:13:30	0.00	104768.25	104931.95	104728.75	4681933318109790208	414	0
4294967295.2025.11	12:13:45	0.00	104724.20	105012.55	104715.75	4681952160990311219	338	0
4294967295.2025.11	12:14:00	0.00	105002.55	105156.55	104843.55	4681960544766473011	464	0
4294967295.2025.11	12:14:15	0.00	105124.95	105307.55	104935.45	4681947817919381504	531	0
4294967295.2025.11	12:14:30	0.00	104935.05	105036.85	104794.55	4681940018258771968	369	0
4294967295.2025.11	12:14:45	0.00	104829.15	105069.95	104829.15	4681949886375631258	296	0
4294967295.2025.11	12:15:00	0.00	104978.05	105017.55	104762.95	4681942320361242624	416	0
4294967295.2025.11	12:15:15	0.00	104867.45	104969.45	104598.85	4681947783559643136	534	0
4294967295.2025.11	12:15:30	0.00	104939.25	105153.45	104818.45	4681955755018944512	548	0
4294967295.2025.11	12:15:45	0.00	105052.25	105162.45	104982.95	4681953349837258752	460	0
4294967295.2025.11	12:16:00	0.00	105013.45	105013.45	104724.55	4681945419609643418	494	0
4294967295.2025.11	12:16:15	0.00	104907.75	104944.65	104730.05	4681935049840603955	485	0
4294967295.2025.11	12:16:30	0.00	104754.25	104881.75	104496.75	4681930088294383616	1070	0
4294967295.2025.11	12:16:45	0.00	104681.75	104845.85	103573.95	4681881077563575501	2103	0
4294967295.2025.11	12:17:00	0.00	103966.45	104282.85	103700.05	4681863457889740390	1553	0
4294967295.2025.11	12:17:15	0.00	103713.75	103872.85	103245.85	4681843893454713651	1563	0
4294967295.2025.11	12:17:30	0.00	103429.55	103668.45	102627.65	4681797397856754074	1677	0
4294967295.2025.11	12:17:45	0.00	102748.50	102792.85	101926.85	4681754709317805670	2031	0
4294967295.2025.11	12:18:00	0.00	102136.45	102249.75	101291.85	4681710141301168538	1995	0
4294967295.2025.11	12:18:15	0.00	101484.25	101881.75	101427.95	4681729681684378419	1811	0
4294967295.2025.11	12:18:30	0.00	101757.95	102078.15	101605.15	4681722679169699021	1400	0
4294967295.2025.11	12:18:45	0.00	101666.85	101779.25	101373.65	4681705245038451098	1366	0
4294967295.2025.11	12:19:00	0.00	101414.25	101784.45	101375.25	4681711684053421261	1119	0
4294967295.2025.11	12:19:15	0.00	101503.55	101626.55	101372.95	4681715731630601011	945	0
4294967295.2025.11	12:19:30	0.00	101557.75	102121.75	101503.65	4681733358176383795	1047	0
4294967295.2025.11	12:19:45	0.00	101814.35	101832.55	101518.15	4681726018936268390	806	0
4294967295.2025.11	12:20:00	0.00	101711.95	101919.95	101555.35	4681720686304873677	780	0
4294967295.2025.11	12:20:15	0.00	101634.55	101778.45	101552.95	4681716941093391565	671	0
4294967295.2025.11	12:20:30	0.00	101576.55	101811.55	101455.05	4681709450670427341	643	0
4294967295.2025.11	12:20:45	0.00	101470.05	101569.95	101381.05	4681711903955746816	559	0
4294967295.2025.11	12:21:00	0.00	101511.35	101536.65	101029.45	4681685859274063872	888	0
4294967295.2025.11	12:21:15	0.00	101129.05	101278.45	100772.95	4681680217405023846	889	0
4294967295.2025.11	12:21:30	0.00	101039.75	101496.75	100817.75	4681702881088451379	1108	0
4294967295.2025.11	12:21:45	0.00	101348.60	101383.35	101177.45	4681694696598772122	782	0
4294967295.2025.11	12:22:00	0.00	101252.35	101515.75	101099.35	4681705066367811584	725	0
4294967295.2025.11	12:22:15	0.00	101407.25	101749.85	101386.25	4681724513979727872	603	0
4294967295.2025.11	12:22:30	0.00	101689.85	101815.75	101584.05	4681722342444263014	609	0
4294967295.2025.11	12:22:45	0.00	101654.45	101689.35	101451.35	4681712062010543309	549	0
4294967295.2025.11	12:23:00	0.00	101510.45	101869.85	101482.85	4681736663583214797	439	0
4294967295.2025.11	12:23:15	0.00	101864.55	101864.55	101660.55	4681724122278710477	249	0
4294967295.2025.11	12:23:30	0.00	101685.35	101885.75	101685.35	4681729942818390016	249	0
4294967295.2025.11	12:23:45	0.00	101767.25	101895.75	101696.05	4681738635832197120	235	0
4294967295.2025.11	13:00:00	0.00	101892.45	101892.45	101420.05	4681706715635253248	258	0
4294967295.2025.11	13:00:15	0.00	101435.55	101717.35	101420.05	4681723242669408256	294	0
4294967295.2025.11	13:00:30	0.00	101673.65	101790.65	101577.95	4681731207256761958	140	0
4294967295.2025.11	13:00:45	0.00	101787.65	101969.95	101741.85	4681742174885249024	361	0
4294967295.2025.11	13:01:00	0.00	101942.15	101942.15	101570.05	4681730155848767898	485	0
4294967295.2025.11	13:01:15	0.00	101772.35	101979.65	101752.15	4681735660278854451	498	0
4294967295.2025.11	13:01:30	0.00	101855.55	101905.75	101523.95	4681713601326822195	387	0
4294967295.2025.11	13:01:45	0.00	101531.45	101653.15	101432.95	4681719552433507533	346	0
4294967295.2025.11	13:02:00	0.00	101618.05	101764.55	101567.55	4681724459004146483	376	0
4294967295.2025.11	13:02:15	0.00	101685.35	101808.55	101431.25	4681708110640630989	477	0
4294967295.2025.11	13:02:30	0.00	101459.25	102014.65	101459.25	4681733399408069837	611	0
4294967295.2025.11	13:02:45	0.00	101814.45	101925.15	101748.45	4681734567639174349	478	0
4294967295.2025.11	13:03:00	0.00	101833.35	102581.85	101802.65	4681771140144693248	864	0
4294967295.2025.11	13:03:15	0.00	102363.85	102438.05	101836.15	4681743116342080307	1049	0
4294967295.2025.11	13:03:30	0.00	101963.75	102402.15	101917.75	4681772713820710502	763	0
4294967295.2025.11	13:03:45	0.00	102394.70	102422.85	101922.65	4681743810408795341	503	0
4294967295.2025.11	13:04:00	0.00	101971.05	102175.75	101938.55	4681755595799055565	557	0
4294967295.2025.11	13:04:15	0.00	102142.15	102292.05	101947.05	4681743521786993050	458	0
4294967295.2025.11	13:04:30	0.00	101970.05	102313.25	101957.65	4681752242288590848	485	0
4294967295.2025.11	13:04:45	0.00	102091.95	102123.95	101978.85	4681748002296876237	333	0
4294967295.2025.11	13:05:00	0.00	102032.05	102061.85	101269.75	4681699204596446003	596	0
